Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
GDC-0879 (BRD:BRD-K67578145-001-12-1),0.1525038697173259,1,3.257962925,1.824794279,931.8520806,17.22540387,13.63051085,13.63051085,12.2963563,8.23209852,8.23209852,6.03256952,6.03256952,4.523546089,4.523546089,3.313849844,3.313849844,0.0,5.106527395,6.606881965,6.544756406,46.50106221,5.563451492,17.07549008,30.46231185,21.30474012,5.207253025,1.04,1.88,2.64,0.210526316,-2.99,25,316.235,1125391.617,15.53262166,6.487449451,2.80683303,144.6291809,9.236427001,9.236427001,0.039104366,0.039104366,2.7289,94.6243,334.379,2,6,1,0,1,0,1,2,3,0,0,6,2,6,2,4,0,0,0,0,126,10.31378042,5.693927995,0.0,0.0,0.0,0.0,9.665781456,0.0,5.098681808,0.0,23.35481393,36.10128037,35.28088519,18.86332337,4.030683914,4,10.31378042,5.711685003,0.0,14.76446326,5.155712727,19.38639965,6.606881965,60.04926904,22.38428247,14.84,0.0,0.0,0.0,0.0,37.39681065,12.96557803,0.0,17.54772461,54.07807878,0.0,22.38428247,83.53,1.762829349,0.0,4.069963572,26.36250402,6.863567888,0.0,10.03102687,7.088918022,0.487856954,0.0,0,1,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.567509507
PLX 4720 (BRD:BRD-K16478699-001-09-2),0.1530838580578571,1,2.999738412,2.088807324,1145.776297,19.76722023,14.01506508,15.58749061,12.73118259,7.890175212,9.920404911,5.78603979,8.064343758,3.798836198,5.482158357,2.627162961,3.917295212,38.69181555,21.99316426,16.33893841,17.45422306,12.13273414,18.46005421,6.9237372,4.722094864,9.967957042,11.60093989,1.333333333,2.074074074,2.777777778,0.176470588,-2.52,27,399.721,1032455.966,19.24738073,7.241185927,3.787772176,158.1652359,14.7860448,14.7860448,0.035772838,-3.813967192,3.8772,98.5947,413.833,2,6,0,0,0,0,1,2,3,0,0,4,2,10,2,6,0,0,0,0,142,4.983978521,11.46439806,5.817220841,15.8065361,0.0,0.0,9.516632049,22.1826056,0.0,0.0,18.52467709,24.61992283,23.34336285,22.02632469,5.161994906,3,21.99316426,44.1282637,0.0,9.967957042,0.0,13.34455882,10.47494847,58.37676633,0.0,11.7037037,4.722094864,14.46821637,0.0,11.60093989,29.92185258,10.02329115,11.63444168,29.26599899,30.59278835,5.022633314,11.03340144,91.92,54.81745816,5.875823357,19.48732334,0.542997237,-1.077307887,-3.596443989,3.208067504,2.939597595,1.644229654,-3.813967192,0,0,0,0,2,1,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.599743859
ONC201 (BRD:BRD-K58529924-001-01-5),0.1535264745995191,1,3.228743832,1.420025298,994.9500692,19.79431797,16.84300256,16.84300256,14.20350994,10.37177216,10.37177216,8.022641763,8.022641763,6.122424747,6.122424747,4.550509714,4.550509714,0.0,4.794537184,5.907179729,13.08951281,44.13250635,22.38739379,0.0,23.09901094,53.12175907,4.992404733,0.965517241,1.75862069,2.586206897,0.333333333,-2.92,29,360.291,8985387.444,18.13038337,7.484405783,3.357498071,171.4970518,13.54992741,13.54992741,0.123069203,0.123069203,3.16882,114.099,386.499,0,5,0,3,3,1,2,0,2,0,0,4,0,5,3,4,0,0,0,0,148,4.899909731,0.0,0.0,5.959554569,5.907179729,0.0,19.58676138,0.0,0.0,0.0,54.59730362,23.61409167,38.29688656,18.66261734,4.679142971,5,4.794537184,11.8667343,0.0,14.69972919,4.992404733,26.43407163,26.17902562,82.55780193,0.0,19.34482759,0.0,0.0,0.0,0.0,52.74548911,17.88405,6.9237372,23.1111761,70.85985219,0.0,0.0,39.15,0.0,0.0,24.80379332,0.0,5.814057784,0.964284421,18.79539246,0.907868717,6.881269964,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810289776
CEP-40783 (BRD:BRD-K00003396-001-01-9),0.1550653469152177,1,2.982870882,1.451734058,1969.392862,30.83576986,23.55261297,23.55261297,20.6037945,13.04544648,13.04544648,9.678162355,9.678162355,6.616170061,6.616170061,4.430591687,4.430591687,34.83247253,18.7740266,22.68773587,28.15146043,28.96304442,49.24900658,32.0465756,0.0,10.30076712,14.21058886,0.88372093,1.581395349,2.23255814,0.161290323,-5.52,43,562.359,3349156020.0,28.98890067,11.76359354,5.667242485,243.2590248,15.19456912,15.19456912,0.03784363,-0.913835745,5.4683,155.9162,588.567,1,10,0,0,0,1,3,2,5,0,0,9,1,12,2,8,0,0,0,0,220,19.52737747,17.13018417,23.06575634,0.0,11.46644662,5.689743398,19.14015254,18.14246693,0.0,0.0,0.0,62.37841095,41.6418726,25.42368207,7.930549875,5,27.78595614,22.49749094,0.0,14.11817782,0.0,19.88931523,19.53638369,111.0933357,28.68543361,11.04651163,30.77638776,14.46821637,22.99804733,0.0,34.24495263,0.0,11.63444168,30.2473039,82.6464322,0.0,16.59031121,113.68,47.18712806,0.0,43.85431018,3.048697668,-1.318065949,-1.135109198,12.97727547,2.654511563,3.407235021,2.990683853,0,0,0,0,3,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,3,1,0,3,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0.255843517
SANGUINARIUM-CHLORIDE (BRD:BRD-K66898851-003-03-3),0.1561398749633676,1,3.27514808,1.793299916,1215.392542,16.54324112,13.5358722,13.5358722,12.29282634,8.16495928,8.16495928,6.388924501,6.388924501,5.027817522,5.027817522,3.910298179,3.910298179,0.0,0.0,13.58588461,0.0,50.05964491,5.386224214,0.0,12.13273414,42.07708348,18.94745182,0.72,1.48,2.4,0.15,-3.21,25,318.223,1824221.454,13.12262691,4.446942406,1.645451791,142.4433611,5.691541733,5.691541733,0.275192576,0.275192576,3.4281,92.382,332.335,0,5,0,2,2,0,3,1,4,0,0,4,0,5,3,0,0,0,0,0,122,18.94745182,7.047671983,29.1948909,19.10258533,0.0,0.0,0.0,0.0,4.567099648,0.0,6.066367068,35.71805956,5.386224214,16.15867264,2.334222644,6,23.51455146,32.44782179,0.0,0.0,7.047671983,0.0,13.58588461,42.59504598,22.99804733,14.76,23.51455146,0.0,22.99804733,0.0,13.58588461,7.047671983,0.0,0.0,42.59504598,0.0,32.44782179,40.8,24.43712078,0.0,0.0,5.655495979,1.154782691,3.223366169,12.47792968,2.106352513,0.555072653,2.056546202,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.365369911
SPAGLUMIC-ACID (BRD:BRD-K68405354-001-06-4),0.1567121079043207,1,2.309019785,4.800890531,431.5041825,16.57698579,11.15890312,11.15890312,9.628805413,5.86974502,5.86974502,4.182797872,4.182797872,2.334191957,2.334191957,1.426765128,1.426765128,54.64760023,23.97268592,6.420821623,0.0,6.9237372,0.0,0.0,5.316788604,5.316788604,15.31958218,0.904761905,1.476190476,1.857142857,0.545454545,-2.65,21,288.127,17216.05152,18.35,8.50670208,8.18391639,118.6787083,11.77382039,11.77382039,0.36481198,-1.487358277,-1.6,66.2938,304.255,5,10,0,0,0,2,0,0,0,2,0,5,5,10,0,9,0,0,0,0,118,25.95315939,12.08368166,0.0,11.81435946,0.0,17.90791586,19.17814874,4.794537184,0.0,0.0,0.0,6.420821623,13.34455882,6.420821623,7.433237294,0,39.2922681,29.72227532,0.0,10.63357721,0.0,38.26988373,0.0,0.0,0.0,12.80952381,10.63357721,0.0,0.0,0.0,57.12553917,23.97268592,0.0,26.18620207,0.0,0.0,0.0,170.1,0.0,0.0,54.57535118,30.07593327,0.0,-5.720873488,-2.925619331,-1.575463042,1.070671406,0.0,3,0,0,0,0,0,0,3,3,5,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338752058
PD-198306 (BRD:BRD-K88677950-001-03-9),0.1578504994218674,1,3.409313696,1.902543332,856.8152295,18.8445705,13.83642616,15.99392445,12.3630811,7.992981383,9.071730529,6.178724224,7.424356444,4.035850653,4.706841756,2.362925519,3.009829125,29.04622853,17.96578233,5.563451492,24.27854135,21.97527701,0.0,19.05647134,6.066367068,33.38775583,4.837588584,1.230769231,1.961538462,2.615384615,0.277777778,-1.81,26,460.108,1065915.108,18.96559048,7.829175644,4.290474875,161.7595934,14.34057385,14.34057385,0.330249154,-1.647117111,4.83192,99.6369,476.236,2,4,1,0,1,1,2,0,2,0,0,3,2,8,0,6,1,0,1,0,138,5.316788604,0.0,17.45166252,0.0,5.907179729,0.0,9.632125768,18.65134174,0.0,0.0,0.0,78.10307688,9.257568546,17.85771973,5.710959196,3,22.80337091,39.87282291,0.0,5.480096598,5.917906046,19.76538045,11.92367057,56.41421605,0.0,13.57692308,10.7968852,24.54601769,0.0,22.59087063,12.51406169,4.837588584,33.86348804,28.76308341,24.26546827,0.0,0.0,50.36,42.66274826,2.120132035,17.34077057,2.695412021,2.571634802,-5.014562308,5.92363426,2.044770196,2.108793499,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,2,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356981985
CID-5458317 (BRD:BRD-A08840375-001-01-3),0.1582481662702141,1,2.896922822,1.801344847,873.6859762,16.35516038,13.83360046,13.83360046,11.82649984,8.894162654,8.894162654,6.717158317,6.717158317,5.040191134,5.040191134,3.779200039,3.779200039,0.0,5.106527395,0.0,11.8010057,27.27089529,32.10410811,0.0,36.39820241,29.59190992,0.0,0.833333333,1.5,2.25,0.272727273,-2.48,24,294.248,634449.2734,15.07148509,6.561383301,2.843938455,142.401543,10.78987859,10.78987859,0.3821875,0.3821875,3.4805,99.5645,317.432,2,2,2,0,2,0,2,0,2,0,0,2,2,2,0,3,1,0,1,0,122,10.423316,5.759164872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85976848,24.48111484,22.05224531,5.697039313,4.120407941,4,5.106527395,17.53222429,0.0,5.316788604,0.0,38.14594894,0.0,76.17115959,0.0,19.58333333,15.75408856,0.0,0.0,0.0,11.14836822,0.0,0.0,37.66755961,60.17040815,0.0,17.53222429,32.26,0.0,0.0,0.0,16.57452995,3.098728532,0.3821875,18.84255264,8.43533471,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908217817
GGTI-298 (BRD:BRD-K19669037-001-01-1),0.159975783237787,1,2.849696813,2.052204978,1143.673408,24.66456146,19.87618258,20.77060977,16.33293756,11.44818026,12.08063579,8.789383079,9.154531451,5.645019626,6.114037026,3.912555294,4.041654739,12.01114612,9.589074368,17.8669266,24.28188313,27.58673769,7.109797541,6.066367068,68.44477802,23.26236636,10.47053043,1.029411765,1.764705882,2.470588235,0.333333333,-3.03,34,446.382,33310618.99,25.59038366,11.90240506,6.301810366,206.2157963,13.44151281,13.44151281,0.093368672,-0.718467654,4.4933,142.4273,479.646,4,6,0,0,0,1,3,0,3,2,0,6,4,7,0,10,0,0,0,0,180,21.10410764,6.041840829,0.0,0.0,5.907179729,5.969305288,4.794537184,4.794537184,12.62878915,0.0,56.31204388,52.43718029,29.59028861,7.109797541,8.958444465,3,14.32593732,40.96510887,0.0,5.316788604,11.65157352,32.35197768,24.72419616,66.22712218,11.12690298,12.88235294,16.36724469,5.687386275,0.0,12.62878915,43.36757423,9.531400138,5.917906046,30.6262847,60.66367068,0.0,21.89935141,93.45,4.924864552,4.247067042,25.75207304,8.337467722,9.050816253,0.003682336,18.85992001,0.489354816,4.557621751,1.332688038,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,1,1,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.253909005
GDC-0994 (BRD:BRD-A20830788-001-01-9),0.1623892384059308,1,3.16442349,1.639939301,1288.857658,21.95745468,16.40541855,17.1613475,14.9567288,9.324692497,9.70265697,6.763386159,7.170586286,4.797435079,5.103960753,3.170991825,3.288540376,11.85906167,14.29147963,17.18878217,28.58703304,0.0,22.76620085,54.58547391,0.0,20.38342745,11.60093989,1.193548387,2.032258065,2.709677419,0.142857143,-3.56,31,422.722,13316356.05,20.7022578,8.664580964,4.323295717,181.1480806,13.84938605,13.84938605,0.025524842,-0.749273619,3.1566,114.8535,440.866,2,8,0,0,0,0,1,3,4,1,0,8,2,10,3,6,0,0,0,0,158,14.99041565,11.63508362,0.0,5.948339281,5.559266895,0.0,9.476340119,14.35837209,5.098681808,0.0,17.66730696,29.82891977,37.13754475,29.56212767,5.786335124,4,9.496942443,23.36714195,0.0,24.31554143,7.047671983,6.041840829,11.92367057,87.81220992,11.25737949,12.0,10.8760555,16.15661711,0.0,11.60093989,36.02895079,7.047671983,5.817220841,11.60529232,65.84963738,5.022633314,11.25737949,97.86,16.82955531,5.732345661,21.42662966,16.94866317,1.188241176,0.458729211,10.01353981,4.774744496,-0.382340105,1.787669392,0,1,1,0,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.477686376
SIMVASTATIN (BRD:BRD-K22134346-001-22-3),0.163190363162308,1,2.661240705,1.761277111,706.3275441,22.05167728,19.09635014,19.09635014,14.10139263,11.58877753,11.58877753,10.25158977,10.25158977,7.347585099,7.347585099,5.079221881,5.079221881,11.51895686,14.69560176,36.48527102,24.17453976,25.68328649,5.57310453,0.0,20.7712116,32.07553472,9.473725908,1.266666667,2.0,2.666666667,0.76,-1.62,30,380.27,3230269.854,23.05174144,9.252392398,5.1610366,180.4455307,12.86586534,12.86586534,0.094948612,-0.601027192,4.5856,115.4548,418.574,1,5,2,1,3,0,0,0,0,7,0,5,1,5,1,6,0,1,1,0,168,14.5802533,12.20793278,0.0,0.0,0.0,11.93861058,9.589074368,0.0,0.0,0.0,38.99927192,62.85758356,12.33872767,17.93977848,7.109458575,3,24.16932767,11.93861058,0.0,0.0,29.08661465,91.4555149,0.0,23.80116485,0.0,36.53333333,0.0,0.0,0.0,0.0,35.35703713,19.06280028,29.08661465,73.14361574,23.80116485,0.0,0.0,72.83,11.62223202,0.0,24.56508669,9.917686908,0.784661375,0.775869753,0.0,9.612790676,10.30500592,0.0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639062275
BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.1656974976686817,1,2.348139253,2.227572145,593.5112068,12.91384908,10.44835951,10.44835951,8.494800481,6.100953631,6.100953631,5.37326432,5.37326432,3.526138354,3.526138354,2.501145712,2.501145712,11.56648989,9.589074368,5.601050811,23.31654252,11.98427311,0.0,12.13273414,25.98020854,0.0,4.736862954,1.055555556,1.722222222,2.444444444,0.333333333,-1.9,18,228.162,13978.47297,11.20527762,3.54510575,1.504779821,105.4512062,12.04589097,12.04589097,0.285106765,-0.409577664,2.7521,67.0975,242.274,0,3,1,1,2,0,1,0,1,0,0,3,0,3,1,0,0,0,0,0,92,4.736862954,11.36021568,0.0,11.56648989,0.0,0.0,9.589074368,0.0,0.0,0.0,24.26546827,26.68911765,16.70000751,0.0,2.206883006,3,14.32593732,17.32565476,0.0,0.0,0.0,32.29016846,0.0,40.96547579,0.0,21.22222222,0.0,0.0,0.0,0.0,17.1675407,9.531400138,0.0,42.61055781,29.8385728,0.0,5.759164872,43.37,5.929490741,0.0,24.03939531,0.0,1.466606198,-0.209901738,7.154514125,1.369306737,4.000588624,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.656891775
RYUVIDINE (BRD:BRD-K06426971-001-02-7),0.168765156026324,1,2.80923031,1.930741301,741.7340484,14.2756564,11.05870981,11.87520639,9.541713896,6.162427651,6.978924232,4.653027471,5.856222383,3.02359315,4.008949256,2.022959266,2.849834773,0.0,9.589074368,22.9574572,4.877147194,16.25846146,17.41280598,6.9237372,31.18920547,10.30076712,0.0,1.1,1.8,2.5,0.133333333,-2.27,20,272.244,47745.67836,12.74812893,4.683424978,2.16220609,119.7156335,12.30807855,12.30807855,0.166841039,-0.231921296,3.13494,78.3967,284.34,1,4,1,0,1,0,1,1,2,0,0,5,1,5,1,2,0,0,0,0,100,5.316788604,10.57107519,5.783244946,5.783244946,0.0,0.0,9.589074368,4.983978521,0.0,11.33678588,17.69618563,25.98020854,11.76340638,10.70466301,2.985245272,3,9.589074368,28.59066205,0.0,4.983978521,0.0,13.8474744,5.316788604,57.18067807,0.0,14.0,5.316788604,5.687386275,0.0,11.33678588,16.55046841,0.0,13.8474744,30.73122475,36.03852769,0.0,0.0,59.06,0.0,1.258487427,28.89732374,3.717552141,2.442273366,-0.398762335,7.623372229,1.349349017,3.777071083,0.0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0.920067989
BIX-01294 (BRD:BRD-K26818574-305-04-3),0.1698513117984626,1,3.135308713,1.381884509,1149.735107,24.90720215,21.74243452,21.74243452,17.62285614,13.02769606,13.02769606,9.920789275,9.920789275,7.369023419,7.369023419,5.211732473,5.211732473,0.0,0.0,0.0,17.5408645,87.7448867,5.563451492,14.21959508,12.13273414,57.39602512,19.44168295,0.888888889,1.638888889,2.388888889,0.5,-3.1,36,452.348,217143906.6,24.58807515,11.30766481,5.653878932,213.7634388,5.603921806,5.603921806,0.366978589,0.366978589,3.8654,145.3327,490.652,1,8,0,2,2,0,2,1,3,0,0,8,1,8,3,7,0,2,2,0,192,24.59033397,5.817862778,11.49902367,5.948339281,0.0,0.0,4.899909731,4.983978521,4.983978521,0.0,30.33183534,44.48471182,56.76297055,19.7362958,7.723158667,5,9.473725908,22.66912699,0.0,19.7677765,0.0,31.8490621,70.75250384,48.02802097,11.49902367,18.25,19.69042424,11.76620206,11.49902367,0.0,86.34542283,6.544756406,0.0,24.82591636,42.46456948,0.0,10.90292493,65.99,11.18651735,0.0,17.27849596,4.757369179,2.248840424,3.04906946,15.07013239,3.261299713,7.134340558,5.513934967,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.535638006
VEMURAFENIB (BRD:BRD-K56343971-001-10-6),0.1720928863264104,1,3.192655005,1.777940463,1468.590752,23.7503479,17.32446616,18.89689169,15.69750908,9.961542417,11.99177212,7.363390059,9.641694027,5.009760232,6.738359753,3.452862267,4.711078727,38.69181555,17.60274922,11.3163051,28.04030786,17.69618563,6.196843572,43.45241611,0.0,14.69005191,11.60093989,1.121212121,1.848484848,2.545454545,0.130434783,-3.3,33,471.787,25694615.18,22.87835199,8.915150055,4.598887138,193.2223301,15.10238934,15.10238934,0.000297348,-3.839656043,5.5442,124.0307,489.931,2,6,0,0,0,0,2,2,4,0,0,4,2,10,2,7,0,0,0,0,170,4.983978521,11.46439806,5.817220841,15.8065361,0.0,0.0,9.516632049,22.1826056,0.0,0.0,30.65741123,42.31610846,33.92944765,17.00369137,6.180725485,4,21.99316426,44.1282637,0.0,9.967957042,0.0,13.34455882,10.47494847,82.6422346,11.12690298,11.63636364,4.722094864,14.46821637,0.0,11.60093989,29.92185258,10.02329115,11.63444168,29.26599899,54.85825662,5.022633314,22.16030442,91.92,55.81082308,5.932253151,20.29041966,0.924914749,0.473889852,-3.56934956,10.46296239,3.223514896,1.651338937,-3.839656043,0,0,0,0,2,1,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333090633
PLIXORAFENIB (BRD:BRD-K53723268-001-01-3),0.1750059026380829,1,3.51194708,1.334161705,1671.92245,26.60371905,19.78742729,20.60392387,18.20834712,11.95128861,13.39135194,9.390847158,11.06150176,6.713862933,8.203211191,4.47209263,5.740519025,45.04952896,21.99316426,25.07378593,28.07821046,35.10399787,6.196843572,24.65689778,4.722094864,19.93591408,0.0,1.052631579,1.789473684,2.473684211,0.28,-3.84,38,521.375,564363855.2,24.49410299,9.168782034,4.408587698,214.8672126,15.39936684,15.39936684,0.017778589,-4.31164179,4.107,132.5137,542.543,2,9,1,1,2,0,1,3,4,1,0,6,2,13,4,7,1,1,2,0,196,4.983978521,23.46047796,5.817220841,5.783244946,0.0,10.20932917,9.516632049,28.12318071,12.72301298,0.0,0.0,37.46156607,65.87137183,11.25083777,5.910028721,6,26.38357931,32.71336183,0.0,24.24113008,0.0,31.35204631,17.81160768,71.57222466,11.12690298,18.23684211,4.722094864,18.85863142,0.0,0.0,57.70336021,10.20932917,11.63444168,46.92621558,42.98647549,0.0,22.16030442,120.94,71.6701401,0.0,29.27548583,0.314451437,-0.021345247,-2.382230847,3.319696743,7.003422086,-0.45131164,-4.31164179,0,0,0,0,4,1,0,0,0,1,1,0,0,4,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0.339331859
DIM-C-PPHCO2ME (BRD:BRD-K00005337-001-01-9),0.1764467132455733,1,3.393301911,1.723938773,1237.698271,19.79431797,15.97675062,15.97675062,14.25835149,9.563290267,9.563290267,7.125804229,7.125804229,5.529608443,5.529608443,4.121748462,4.121748462,0.0,4.794537184,11.88721133,5.563451492,16.59685293,29.00914895,0.0,36.39820241,58.7598466,4.736862954,0.75862069,1.275862069,1.793103448,0.08,-3.79,29,360.287,10570393.34,17.31806282,6.985162885,2.89658693,167.6971351,11.86932029,11.86932029,0.022219388,-0.326584745,5.616,115.3239,380.447,2,4,0,0,0,0,3,2,5,0,0,2,2,4,2,4,0,0,0,0,142,14.70482,0.0,0.0,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,48.53093655,40.95582275,40.11744305,12.67324903,4.171361711,5,9.531400138,27.77515515,0.0,9.967957042,0.0,5.917906046,7.109797541,107.4438979,0.0,11.37931034,0.0,0.0,0.0,0.0,23.04705987,4.736862954,0.0,32.9662492,85.19009196,0.0,21.80584986,57.88,4.847474731,0.0,18.67498077,2.388565865,6.295739938,-0.304365357,24.35397335,4.177231985,0.0,1.399732057,0,0,0,0,2,2,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.397862673
ARRY-886 (BRD:BRD-K57080016-001-15-9),0.1816767192468204,1,3.00169473,2.086710628,1011.497468,19.55167728,14.09299569,16.43492118,12.91792266,7.806307012,8.977269755,5.588739729,6.911615385,3.754079809,4.560040456,2.468536365,3.18920482,11.72440057,4.794537184,29.98130241,16.22672031,4.472719516,12.39368714,29.81387284,0.0,31.71080762,21.54505587,1.444444444,2.222222222,2.925925926,0.176470588,-2.2,27,442.567,1278262.696,19.55852083,8.218322882,4.057159665,166.7281234,15.13682122,15.13682122,0.000486308,-0.695005918,3.5256,103.6107,457.687,3,7,0,0,0,1,2,1,3,0,0,6,3,10,1,6,0,0,0,0,142,14.99041565,5.516700718,5.817220841,0.0,5.907179729,0.0,9.632125768,14.85449017,0.0,0.0,27.53088379,24.26546827,11.5203915,47.01864208,5.953268121,3,19.12906821,55.8462375,0.0,15.03117477,7.047671983,0.0,18.53055253,51.46881351,0.0,11.0,10.7968852,15.7651876,0.0,27.53088379,33.77854922,11.88526057,5.817220841,10.35798868,35.06550786,5.022633314,11.03340144,88.41,17.49260142,9.505026835,21.40090744,11.97416367,3.056064067,-1.37446506,6.525081816,1.452459975,-0.362605376,1.691876334,0,1,1,0,2,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,1,2,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.389285654
