Drug,Pearson_Correlation,Label,AvgIpc,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imide,fr_methoxy,fr_morpholine,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_thiazole,fr_unbrch_alkane,qed
PF-477736 (BRD:BRD-K03063480-001-05-8),0.2189772075304504,1,3.313811897,2.273299745,-2.262027237,2.343777232,-2.422285083,6.178933864,-0.1183007,16.15426714,9.837029892,1.530596218,1200.131669,21.53480495,17.31247343,17.31247343,15.00804039,10.59622968,10.59622968,8.374972751,8.374972751,6.262604458,6.262604458,4.664820638,4.664820638,6.041840829,9.589074368,0.0,17.7322655,11.25083777,53.4070424,6.420821623,23.15961415,19.31088262,25.92664786,5.733667477,1.290322581,2.096774194,2.838709677,0.363636364,-3.46,31,394.289,18304078.61,19.50034949,7.659922041,3.503708145,178.6173745,12.82461981,0.35379664,12.82461981,0.271653374,0.199080964,0.271653374,-0.557919134,-0.35379664,2.4918,118.741,419.489,5,9,1,1,2,2,1,2,3,1,0,6,4,9,3,4,1,0,1,160,16.0344346,0.0,0.0,5.907179729,5.907179729,0.0,14.2708773,5.425791397,10.20008933,0.0,19.26246487,30.89228343,40.96172974,29.71066447,4.818424415,5,9.589074368,34.61927125,0.0,20.19025466,23.80065303,38.14594894,5.316788604,35.65332426,11.25737949,17.41935484,16.47624748,5.687386275,0.0,0.0,38.83526413,11.84220917,5.917906046,48.02554828,29.62782881,0.0,22.16030442,130.19,1.712322537,0.0,28.86611269,11.97352049,12.9949023,-0.349616091,2.958283782,10.66619635,0.0,1.844944607,0,0,0,3,1,0,0,0,2,2,0,0,3,3,1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517438864
PI 103 (BRD:BRD-K67868012-001-07-6),0.2207210770028258,1,3.064987257,2.223445208,-2.273853268,2.342232248,-2.365201185,6.047378608,0.122157729,16.47770991,10.16082454,1.791867876,1102.540861,17.50986092,13.92244357,13.92244357,12.79282634,8.468209572,8.468209572,6.156477451,6.156477451,4.487660411,4.487660411,3.227799704,3.227799704,0.0,5.106527395,0.0,5.749511833,30.33468521,35.37375201,0.0,24.39594478,18.19910121,9.883888252,19.12197093,1.038461538,1.923076923,2.769230769,0.210526316,-3.19,26,332.234,2197559.084,15.0953431,5.959577486,2.443627999,148.4266496,9.826417946,0.507941874,9.826417946,0.228643996,0.178553503,0.228643996,0.178553503,-0.507941874,2.9802,97.2378,348.362,1,7,0,1,1,0,1,3,4,0,0,7,1,7,4,2,0,1,1,130,19.16045102,11.26621255,17.22528742,5.713496645,0.0,0.0,0.0,14.95193556,0.0,0.0,12.13273414,24.26546827,24.84980788,18.59998814,3.460071803,5,14.26054129,28.0173045,0.0,14.95193556,0.0,0.0,31.20318647,42.59504598,17.13736782,15.0,4.899909731,5.817862778,5.749511833,0.0,46.3617397,4.736862954,0.0,0.0,47.01219692,0.0,33.58729771,84.51,11.44513564,0.0,15.91874367,10.67439248,2.644866518,1.452708832,10.74739264,1.697117571,2.752975981,0.0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0.595933671
OLAPARIB (BRD:BRD-K02113016-001-15-4),0.2237279154382096,1,3.669582227,2.350735668,-2.346486093,2.310296236,-2.507075869,5.947487724,-0.133539419,19.14219719,10.01503059,1.342397518,1259.579177,22.24191173,17.51289975,17.51289975,15.50804039,10.83835556,10.83835556,8.427744266,8.427744266,6.212894956,6.212894956,4.234604977,4.234604977,5.817220841,18.7740266,0.0,28.85498389,43.67999946,23.79131895,6.066367068,34.06528774,12.13273414,10.19736362,0.0,1.0,1.6875,2.40625,0.333333333,-3.55,32,411.287,45182479.76,20.35811513,8.180995217,3.879817335,183.3854393,14.56357136,0.338908698,14.56357136,0.271550147,0.012221855,0.271550147,-0.574516435,-0.338908698,2.3474,116.7772,434.471,1,7,1,1,2,2,2,1,3,0,0,4,1,8,2,4,1,1,2,164,9.799819462,5.817220841,0.0,5.907179729,11.46644662,0.0,14.38361155,9.489096856,5.098681808,0.0,24.26546827,36.60419594,43.90397751,16.6436037,5.204676328,5,13.97948942,22.58680789,0.0,19.99718308,5.917906046,19.26246487,26.17902562,75.45642538,0.0,16.40625,5.559266895,4.390415048,0.0,0.0,57.99056816,11.21535881,11.73512689,34.45701141,47.25910666,0.0,10.77244843,86.37,14.56357136,0.0,40.67270117,7.93403378,1.12151946,-0.618909124,11.64863829,2.256327454,1.755450949,0.0,0,0,0,2,1,0,0,0,2,2,0,0,3,1,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.68309163
UNC0631 (BRD:BRD-K13060017-001-02-1),0.2324347421888665,1,3.35023551,2.256279475,-2.35582638,2.36279082,-2.413656563,5.925496756,0.167931879,16.51387553,9.88155194,1.183488789,1221.912724,31.71875694,29.14998547,29.14998547,22.55117783,18.78299992,18.78299992,14.69031967,14.69031967,11.00745596,11.00745596,8.14330981,8.14330981,0.0,0.0,0.0,0.0,18.69056362,98.49312522,84.09035501,7.109797541,0.0,50.89663606,19.44168295,0.782608696,1.565217391,2.326086957,0.783783784,-2.36,46,574.454,35966705787.0,33.53760161,16.64825276,8.953923542,277.9286476,6.378626504,0.492841758,6.378626504,0.227438269,0.408176559,0.227438269,0.408176559,-0.492841758,6.2703,189.6917,635.942,1,9,1,3,4,0,1,1,2,0,0,9,1,9,4,12,1,3,4,256,29.4902437,5.817862778,11.49902367,5.948339281,0.0,0.0,4.899909731,4.983978521,4.983978521,0.0,25.68328649,90.28783331,75.89432419,19.23338022,12.13787975,6,9.473725908,22.66912699,0.0,24.66768623,5.917906046,102.9810155,89.3809419,12.13273414,11.49902367,21.95652174,19.69042424,11.76620206,11.49902367,0.0,115.9156115,0.0,5.917906046,90.89733387,12.13273414,0.0,10.90292493,69.23,12.26620668,0.0,20.68057001,4.930929141,0.929655199,4.207732084,5.157880059,15.57521217,16.51190194,1.739912712,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0.27193548
TH-302 (BRD:BRD-K20958582-001-01-4),0.2382100968085836,1,2.822295865,2.243639533,-2.18871961,2.377787495,-2.266233463,9.09044698,-0.396034632,79.91975997,10.50105739,2.717854812,514.2363307,15.88046889,11.29066066,15.35708093,9.931669413,5.94988294,9.81754469,3.884779763,7.464405464,2.446299862,5.011844862,1.420723347,3.850880473,12.59359079,14.67936655,0.0,12.55522125,29.4436201,0.0,17.8116152,0.0,0.0,47.01845644,4.523747162,1.428571429,2.0,2.428571429,0.666666667,-0.32,21,432.912,40669.28341,18.7283559,8.962861105,5.76004027,138.3498651,12.50661423,0.434134104,12.50661423,0.434134104,0.056359914,0.389817481,-3.223114843,-0.389817481,1.922,85.8513,449.04,2,9,0,0,0,0,0,1,1,0,0,6,2,12,1,10,0,0,0,120,10.11431827,18.49765353,0.0,0.0,0.0,13.61861902,9.088795447,14.74168977,0.0,0.0,36.84386632,4.923311049,23.74969211,7.047671983,7.993316793,1,14.0121065,45.47850682,0.0,19.72566829,7.047671983,6.606881965,23.74969211,22.00508984,0.0,11.76190476,10.17459013,5.948339281,0.0,39.53016753,38.22408132,22.74334939,10.11431827,5.693927995,6.196843572,0.0,0.0,111.32,19.19955877,6.46369677,13.80103078,17.52934238,0.461305036,-0.286789756,0.0,1.330801682,0.856533289,-1.716590057,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.24318513
ORNIPRESSIN (BRD:BRD-K00003333-001-01-9),0.2410851111629474,1,3.838267097,2.404183407,-2.306006259,2.258312512,-2.609792174,8.763131368,-0.141887878,33.1146083,10.00932257,1.713757869,2279.766875,52.90647319,39.30285583,40.93584899,34.25023801,23.02943917,25.51747304,17.08297178,19.63525653,11.39773453,13.84551339,7.617283535,9.895135185,139.1209249,57.84643642,0.0,56.02801835,23.96854623,21.58779595,29.165378,30.33183534,0.0,37.21752023,28.66833739,0.708333333,1.277777778,1.888888889,0.488888889,-6.97,72,978.708,1660000000000000.0,57.60760442,28.77035653,18.65145088,422.0454062,14.51942612,0.507966645,14.51942612,0.246223609,0.028104972,0.246223609,-1.77868999,-0.507966645,-4.7192,263.8997,1042.212,18,25,0,2,2,11,2,0,2,8,0,16,13,27,2,18,0,2,2,392,75.89229474,48.04239764,0.0,64.97897702,0.0,0.0,52.73990902,0.0,0.0,0.0,64.05236543,61.90850164,37.31292849,19.00741886,23.01932386,4,57.84643642,86.56677298,0.0,42.11742996,28.66833739,106.1221212,31.13997643,65.7242066,5.749511833,23.16666667,65.88585761,0.0,5.749511833,21.58779595,154.4601172,65.58155227,0.0,56.07265434,54.59730362,0.0,0.0,425.55,0.0,0.0,148.7380485,27.64612841,29.19498964,-10.07957145,3.0443925,-1.096007758,-0.299071534,2.017758333,0,0,0,0,0,1,0,0,11,11,0,0,1,7,5,0,0,1,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0.062403493
BERBERINE (BRD:BRD-K14796088-003-26-8),0.2416939023065557,1,3.107280913,2.280121167,-2.169369976,2.410172795,-2.395395296,5.91353497,-0.685869719,16.696814,9.948838658,1.752406739,1012.484166,16.96589085,14.16562872,14.16562872,12.27951954,8.29333982,8.29333982,6.268661692,6.268661692,5.000725186,5.000725186,3.768374318,3.768374318,0.0,0.0,0.0,0.0,6.792942306,46.73607379,16.82083098,14.21959508,6.066367068,35.02941149,18.94745182,1.0,1.84,2.64,0.25,-2.95,25,318.223,1279721.215,14.39783986,5.275648027,2.049607604,144.8670105,5.595634704,0.492840781,5.595634704,0.230800981,0.298552024,0.230800981,0.298552024,-0.492840781,3.0963,92.51,336.367,0,5,0,2,2,0,2,1,3,0,0,4,0,5,3,2,0,0,0,126,18.94745182,0.0,35.73964731,12.4868703,0.0,0.0,0.0,0.0,4.567099648,0.0,0.0,35.21514398,12.48718869,25.16927079,3.038317419,5,23.51455146,10.77244843,0.0,0.0,0.0,12.96557803,21.01253739,42.09213041,34.25542682,14.16,23.51455146,0.0,22.99804733,0.0,21.01253739,12.96557803,0.0,5.563451492,36.52867891,0.0,22.02982792,40.8,24.38354654,0.0,0.0,2.170564978,3.676418021,3.181402586,10.42370908,3.112077349,1.213513522,3.33876792,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0.674490557
NH125 (BRD:BRD-K31086665-005-04-6),0.2422972484614738,1,3.08239303,2.114481991,-2.036869406,2.127493292,-2.351181294,5.147451375,-0.702406198,15.13909687,10.04419081,1.448651727,629.2422833,20.57285704,19.24958757,19.24958757,14.30886175,12.40074401,12.40074401,8.748444338,8.748444338,6.206187441,6.206187441,4.20193159,4.20193159,0.0,0.0,0.0,0.0,0.0,13.08951281,101.2793587,0.0,0.0,65.70719618,0.0,0.689655172,1.206896552,1.75862069,0.666666667,-1.57,29,352.311,4193460.092,23.70644402,15.2938607,10.14589919,179.9062068,2.420089933,0.253012761,2.420089933,0.253012761,0.970648148,0.234481427,0.970648148,-0.234481427,7.61362,125.22,397.671,0,2,0,0,0,0,1,1,2,0,0,1,0,2,1,17,0,0,0,162,0.0,18.93844355,0.0,0.0,5.824404498,0.0,0.0,9.134199296,0.0,0.0,114.305432,18.40509474,6.9237372,6.544756406,12.50217423,2,4.567099648,0.0,0.0,4.567099648,0.0,116.8284899,0.0,54.11337848,0.0,11.24137931,4.567099648,0.0,0.0,0.0,4.567099648,13.08951281,6.9237372,108.2030959,42.72552249,0.0,0.0,8.81,4.780351329,0.0,0.0,0.0,1.370225053,1.364395522,10.74039752,24.41091297,6.667050939,0.0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.191707637
OCTENIDINE (BRD:BRD-K04568635-300-01-4),0.2424540739666969,1,2.983155481,1.956632102,-2.070603492,2.100864862,-2.064432916,4.936311526,0.524250596,14.92653847,10.08018839,1.419085327,850.7585823,28.35103164,26.37821928,26.37821928,19.81319305,17.14716765,17.14716765,11.7157377,11.7157377,7.941802443,7.941802443,5.257864932,5.257864932,0.0,0.0,0.0,0.0,0.0,36.89348652,128.4164325,0.0,0.0,72.03451626,9.984809465,0.4,0.7,1.05,0.722222222,-2.1,40,488.424,792751135.8,34.10301214,24.67665122,18.28637343,246.6268762,4.739863318,0.354105176,4.739863318,0.06028331,0.970280928,0.06028331,0.970280928,-0.354105176,9.633,173.412,550.92,0,4,0,0,0,0,0,2,2,0,0,4,0,4,2,25,0,0,0,226,9.134199296,0.0,0.0,0.0,0.0,0.0,9.984809465,0.0,0.0,0.0,116.5806204,49.94875477,50.96639991,10.7144609,21.0387034,2,0.0,0.0,0.0,9.134199296,9.984809465,155.3534197,13.08951281,59.76730346,0.0,11.15,10.7144609,0.0,0.0,0.0,22.22371211,13.08951281,0.0,142.2639069,59.03765203,0.0,0.0,34.58,4.63425561,0.0,9.479726636,2.267662865,0.0,0.0,8.70769592,35.50716212,8.736830182,0.0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0.110308797
BATIMASTAT (BRD:BRD-K82818427-001-02-2),0.2442711813737217,1,3.307520555,2.357052185,-2.27720709,2.306080132,-2.512002272,8.00677435,-0.140294141,32.19455204,9.844340081,2.225252508,859.3911569,23.50986092,18.53797862,20.17097178,15.34977431,10.51391129,12.37916266,7.926827572,10.19477501,5.057025527,7.307246211,3.448963587,5.442612375,23.78483265,19.59086458,0.0,17.7322655,18.59449685,9.772630669,18.80955693,16.81688248,61.69210665,10.63357721,0.0,1.0,1.71875,2.28125,0.434782609,-2.36,32,446.404,12468029.48,25.89683589,13.24773684,7.960547426,196.8786432,13.36348758,0.357380195,13.36348758,0.247594441,0.138014493,0.247594441,-0.770973115,-0.357380195,3.0976,127.5506,477.652,4,7,0,0,0,3,1,1,2,3,0,6,4,9,1,12,0,0,0,174,10.63357721,6.041840829,0.0,17.72153919,0.0,0.0,19.59086458,5.480096598,0.0,23.09867083,50.24567681,29.348609,19.22134721,16.04499127,10.72107709,2,19.59086458,40.82021002,0.0,16.11367381,17.75371814,36.94013765,12.80052559,53.40808374,0.0,13.78125,16.11367381,0.0,0.0,23.09867083,41.77115863,20.80443318,17.75371814,25.83174751,52.05381143,0.0,0.0,107.53,1.024777585,3.023622085,38.38874378,16.72852458,2.639102207,-2.255635482,12.53265681,0.779942317,3.946043871,1.525555577,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213478729
AT-7519 (BRD:BRD-K13390322-001-06-3),0.2484376112457555,1,3.035444473,2.219789902,-2.230577861,2.25363108,-2.425551356,6.399986602,0.092509919,35.49683623,10.0700047,1.727621351,766.3323059,17.81119031,13.23481759,14.74667549,12.05855065,7.862989018,8.618917964,5.70719566,6.521595913,3.978796551,4.608737339,2.677385349,3.246472823,5.907179729,9.589074368,0.0,38.93905295,0.0,25.93115606,6.196843572,18.19910121,0.0,26.14772943,23.20187978,1.12,1.8,2.48,0.3125,-2.09,25,365.115,611945.6058,17.72402644,7.860510381,4.120693495,154.0136861,12.45688947,0.347823519,12.45688947,0.271183913,0.095938666,0.271183913,-0.506558904,-0.347823519,2.4506,96.3608,382.251,4,7,0,1,1,2,1,1,2,0,0,4,4,9,2,4,0,1,1,132,15.95036581,5.693927995,0.0,0.0,11.81435946,0.0,14.68775618,0.0,5.098681808,0.0,29.26824685,38.06389019,6.041840829,27.49294797,5.572795753,3,9.589074368,40.70362551,0.0,20.83094082,0.0,18.88348408,18.40630142,45.69859089,0.0,14.96,15.95036581,5.687386275,0.0,23.20187978,41.14307672,0.0,0.0,33.6880971,24.39594478,10.04526663,0.0,98.91,0.0,12.08357911,24.89740342,15.74448477,0.610394353,-0.821414872,4.889687257,3.090863459,1.727224727,0.0,0,0,0,2,1,0,0,0,2,2,0,0,1,4,0,0,0,0,1,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0.652926389
METHYLBENZETHONIUM-CHLORIDE (BRD:BRD-K46531780-003-19-7),0.2502911150017339,1,2.636835799,2.271770496,-2.330101222,2.370966859,-2.411519044,5.387253884,-0.903532566,16.52335316,9.719021888,1.747633226,803.5073256,23.12310958,21.12515302,21.12515302,14.37955862,11.55640992,11.55640992,11.36548136,11.36548136,5.708296913,5.708296913,4.441212766,4.441212766,0.0,0.0,0.0,5.414990469,18.6287544,36.34975909,16.69035448,0.0,0.0,104.1687037,9.473725908,0.838709677,1.516129032,2.129032258,0.571428571,-1.84,31,382.313,3149320.657,25.42085458,10.65207099,9.044332696,190.5244668,6.003102563,0.490916581,6.003102563,0.12184305,0.148267961,0.12184305,0.148267961,-0.490916581,6.38082,131.7124,426.665,0,3,0,0,0,0,2,0,2,0,0,2,0,3,0,11,0,0,0,172,13.95675677,25.44590661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.08325548,41.36780981,5.563451492,27.30910789,8.73499186,2,13.95675677,0.0,0.0,0.0,5.414990469,59.9229917,40.46074626,65.22129102,5.749511833,12.77419355,4.736862954,0.0,5.749511833,0.0,44.94377712,16.69660983,12.33872767,57.7298621,48.53093655,0.0,0.0,18.46,12.77661429,0.0,0.0,0.0,4.385016176,0.957497579,17.2631252,1.145449743,17.64109266,4.497871026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306464998
GSK 602 (BRD:BRD-K04972057-001-01-1),0.2541460399698732,1,3.211909417,2.306399036,-2.233237571,2.364583124,-2.401404205,7.909322095,-0.137104032,32.22784782,10.0309997,1.746950718,1377.357489,23.96589085,17.69933426,19.33232742,15.48131359,10.38770731,13.02557109,8.011385375,11.36722089,5.743992382,8.645252868,3.914173846,6.499949372,21.57700315,26.38357931,0.0,28.94243472,45.47659396,23.46952001,10.63346672,25.25331491,0.0,5.316788604,5.409283606,1.242424242,1.939393939,2.575757576,0.363636364,-2.66,33,475.388,20919949.74,23.49657732,8.601859898,4.836274088,192.0375323,13.26101355,0.415931244,13.26101355,0.415931244,0.060778682,0.3665768,-4.491605078,-0.3665768,4.26087,123.8372,497.564,2,6,0,1,1,0,1,2,3,0,0,6,2,11,3,4,0,1,1,176,9.883888252,15.67287292,0.0,0.0,5.559266895,6.176298517,10.20382079,8.417796984,13.17124514,11.33678588,12.13273414,43.52793314,29.04681221,27.33253011,6.124674733,4,21.58904213,37.09580293,5.409283606,9.883888252,0.0,38.5282762,11.50570721,57.32308168,11.12690298,16.72727273,10.8760555,13.17124514,0.0,11.33678588,36.36806446,22.55830806,5.409283606,30.20597913,41.3232161,0.0,21.21304711,92.02,65.01284335,1.162044031,13.36873208,11.8290175,-0.226031466,0.189093161,6.382417415,-2.139478844,2.120350153,-3.03232071,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.416252997
BX-912 (BRD:BRD-K49669041-001-08-4),0.2556841987855125,1,3.447026022,2.173462625,-2.163745249,2.232817768,-2.315919911,9.103653102,0.222339185,79.91873129,10.25229573,1.376009736,988.2313639,20.76093778,16.35915972,17.94515626,14.66983643,9.839085164,10.63208343,6.973888371,7.82822527,4.74900008,5.329320724,3.214858208,3.54607736,0.0,4.794537184,0.0,6.031114512,18.31095846,53.89339774,0.0,18.72100722,29.165378,51.81622379,0.0,1.2,2.033333333,2.833333333,0.3,-3.14,30,448.179,12096383.0,20.14575011,9.572691092,5.262316659,182.4009495,12.3021782,0.368576958,12.3021782,0.321339105,0.061763735,0.321339105,-0.061763735,-0.368576958,3.9881,120.0638,471.363,4,9,0,1,1,2,1,2,3,0,0,6,4,10,3,7,0,1,1,156,25.83425406,5.817862778,0.0,5.948339281,0.0,6.031114512,0.0,14.76249423,4.983978521,0.0,6.066367068,46.97068835,55.51747853,10.80003959,6.428301421,4,4.794537184,45.10203302,0.0,24.83582381,0.0,19.26246487,35.58463503,53.153123,0.0,13.3,15.95036581,27.93551179,0.0,15.9299439,50.50120754,6.420821623,0.0,18.53557124,47.45919501,0.0,0.0,110.86,0.781748098,3.478194422,30.09223596,9.442431143,2.574714203,1.162746108,7.453457783,8.103188645,2.327950309,0.0,0,0,0,4,1,0,0,0,1,1,0,0,4,4,0,0,0,1,1,0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4149415
ATIPAMEZOLE (BRD:BRD-K39252998-003-01-5),0.2560942228514162,1,2.95987918,2.375032977,-2.25327818,2.405693827,-2.258232581,5.390348979,0.423513182,14.87291755,9.791134423,2.033812214,460.1962656,11.0102254,9.532635554,9.532635554,7.839265164,5.895972052,5.895972052,4.721429986,4.721429986,3.922415581,3.922415581,2.8708401,2.8708401,0.0,0.0,0.0,5.414990469,0.0,19.26246487,16.82083098,6.327320075,6.196843572,41.15716252,0.0,1.25,1.9375,2.4375,0.357142857,-1.57,16,196.168,10936.75357,9.641469452,3.47673297,1.29366338,95.73618515,4.166996882,0.34801669,4.166996882,0.092142723,0.250185185,0.092142723,0.250185185,-0.34801669,2.8563,64.4067,212.296,1,2,1,0,1,0,1,1,2,0,0,1,1,2,1,2,0,0,0,82,4.983978521,0.0,0.0,0.0,0.0,0.0,0.0,4.983978521,0.0,0.0,31.18920547,30.38936785,17.30576204,6.327320075,2.09505092,3,0.0,0.0,0.0,9.967957042,0.0,31.60119254,0.0,53.6104629,0.0,17.3125,0.0,0.0,0.0,0.0,9.967957042,18.25663372,0.0,30.1653898,36.78963192,0.0,0.0,28.68,0.0,0.0,7.461571712,0.0,4.531759259,0.0,8.779053288,7.207060185,2.270555556,0.0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814354825
THZ2 (BRD:BRD-K95902121-001-01-0),0.2565660978841294,1,3.381455453,2.135148734,-2.107325859,2.324609789,-2.141858718,6.329149217,-0.111473613,35.49569272,10.11292083,1.272855862,1745.866638,28.76900947,22.48081293,23.23674187,19.85137698,12.85327161,13.23123608,9.532683908,9.939884034,6.09713237,6.373728921,4.183415612,4.37626836,0.0,9.589074368,0.0,11.81435946,45.83526731,16.46637642,6.076020107,48.67106609,61.59029968,30.90230137,11.60093989,0.951219512,1.707317073,2.536585366,0.096774194,-4.99,41,537.841,2027276833.0,27.57212509,12.45957684,6.964698986,241.8335291,12.98328095,0.360483576,12.98328095,0.255236722,0.263469165,0.255236722,-0.314107475,-0.360483576,6.3305,164.7783,566.065,4,9,0,0,0,2,3,2,5,0,0,6,4,10,2,9,0,0,0,206,25.83425406,0.0,0.0,11.85551901,5.907179729,0.0,9.589074368,9.967957042,0.0,0.0,48.00879534,56.55991344,57.90960682,16.91340488,8.378951489,5,9.589074368,57.32872239,0.0,19.85184529,0.0,0.0,36.59046618,107.928217,11.25737949,11.2195122,15.95036581,23.01049811,0.0,11.60093989,52.30630512,4.794537184,0.0,10.35798868,97.34213218,5.022633314,22.16030442,115.04,0.0,6.461930605,39.33328464,10.30956261,4.652682796,-0.215325104,21.90096358,6.675306635,0.651969948,3.840735398,0,0,0,3,1,0,0,0,2,2,0,0,3,4,0,0,1,0,1,0,0,2,4,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.155226015
