Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfide,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
EDO-S101 (BRD:BRD-K00003432-001-01-9),0.2308761603150766,1,2.988638882,1.95795085,729.8131041,19.6480536,15.75615024,17.26800813,13.10008541,9.355097196,10.42414216,6.574271367,7.330200313,4.709967239,5.048028941,3.210552593,3.618629166,0.0,4.794537184,5.907179729,18.18082851,67.73881313,0.0,5.480096598,7.047671983,27.66611058,33.39311133,1.185185185,1.888888889,2.555555556,0.578947368,-1.5,27,387.141,1189579.889,21.79619082,11.36746482,6.26341371,169.9571756,10.97492341,10.97492341,0.320803342,-0.320803342,3.8557,111.0852,415.365,2,6,0,0,0,1,1,1,2,0,0,5,2,8,1,12,0,0,0,150,9.467009379,5.824404498,0.0,5.907179729,0.0,0.0,10.00179021,10.46407512,0.0,23.20187978,12.84164325,31.04074445,50.4262212,11.03340144,9.176571565,2,10.00179021,45.82984722,0.0,15.03117477,7.047671983,38.52492974,29.74942943,24.0235057,0.0,11.11111111,10.38000633,5.687386275,0.0,23.20187978,45.51503062,18.26303079,0.0,37.92851261,18.19910121,0.0,11.03340144,70.39,2.14460129,11.81874065,17.95983871,8.472673797,4.855808421,1.861179663,6.300258689,5.080179243,1.515430642,2.046844444,0,0,0,2,0,0,1,1,0,3,1,0,1,0,2,0,1,1,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.239130147
"2,3-DCPE (BRD:BRD-K61734568-003-02-1)",0.2317115872706976,1,2.2858133,2.241243126,320.8529142,11.80311862,8.878975545,10.39083344,7.753218858,5.138115236,5.894044182,3.227575961,4.012740561,1.96020069,2.761763817,1.178838203,1.52525044,0.0,0.0,6.606881965,28.94641683,12.96557803,0.0,18.19910121,0.0,5.316788604,33.04527013,1.25,2.0625,2.8125,0.454545455,-0.48,16,249.032,4098.463246,13.58443299,7.738165873,4.57615594,105.3202873,8.541856748,8.541856748,0.153748503,0.153748503,2.3442,66.5295,264.152,2,3,0,0,0,0,1,0,1,0,0,3,2,5,0,7,0,0,0,90,15.16017895,10.77214515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.26824685,25.09831217,6.544756406,18.23639724,6.569912235,1,9.843390349,23.20187978,0.0,5.316788604,0.0,6.420821623,26.30327674,28.24436783,5.749511833,10.4375,10.05365156,0.0,5.749511833,23.20187978,31.40980414,0.0,0.0,6.420821623,18.19910121,10.04526663,0.0,41.49,5.478929752,11.79322033,0.0,12.54925643,0.0,0.607708202,5.308010715,0.850041887,2.135054913,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742621553
RAF265 (BRD:BRD-K93123848-001-04-1),0.2331776680881616,1,3.448846856,1.356421686,1569.700104,26.37166824,18.81574247,18.81574247,17.46949626,10.64482882,10.64482882,7.967143358,7.967143358,5.411601349,5.411601349,3.562214868,3.562214868,23.60997652,26.34249029,11.51833249,34.84829351,17.64943485,30.46231185,29.81387284,0.0,25.25270269,4.736862954,0.864864865,1.594594595,2.27027027,0.125,-4.55,37,502.293,205690578.5,24.15799769,8.835175439,5.056006781,204.3230327,12.85301115,12.85301115,0.058392917,-4.557853374,6.9319,122.3354,518.421,2,7,0,0,0,0,2,3,5,0,0,6,2,13,3,5,0,0,0,190,19.60472973,22.88687966,5.824404498,5.948339281,0.0,12.35259703,4.983978521,9.967957042,26.34249029,0.0,0.0,42.46456948,31.06463597,22.7936965,5.768652644,5,31.07935324,22.66912699,0.0,24.50301373,7.047671983,12.35259703,5.316788604,78.24837025,23.01735616,12.18918919,10.05365156,37.97821584,11.49902367,0.0,24.50301373,19.40026902,0.0,11.25737949,66.99099076,0.0,22.55173393,80.65,84.54289127,0.0,14.46132974,2.992560388,0.124646115,1.056414925,12.65377612,-6.910971518,0.0,1.746019623,0,0,0,5,1,0,0,0,0,4,2,0,0,1,6,0,0,2,1,2,1,0,1,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.246730783
INFIGRATINIB (BRD:BRD-K42728290-001-09-1),0.2335365848224677,1,2.952669303,1.435083055,1240.191745,27.23347556,21.79372759,23.30558548,18.33726885,12.15279221,12.90872115,8.62785118,9.383780126,6.430884018,7.181369731,4.114767991,4.710019666,6.031114512,4.794537184,15.7326529,23.13474922,38.4111683,31.13421116,19.18040612,12.13273414,49.45782505,32.67560569,1.0,1.631578947,2.210526316,0.346153846,-3.47,38,529.238,324592936.3,27.56173523,12.3824674,6.147473281,232.0028479,13.04097505,13.04097505,0.153502935,-0.512704426,5.3544,153.0714,560.486,2,10,0,1,1,2,2,1,3,0,0,8,2,12,2,8,0,1,1,202,29.90712258,39.50733592,0.0,0.0,0.0,6.031114512,4.899909731,14.76249423,0.0,0.0,30.12561698,30.81022468,56.73420429,19.90698136,8.981112841,4,14.26826309,57.93087867,0.0,14.86786677,0.0,6.9237372,74.42444576,52.77078911,11.49902367,13.68421053,29.90712258,33.49242156,11.49902367,23.20187978,74.89003038,0.0,0.0,6.9237372,42.72552249,10.04526663,0.0,95.09,10.52770907,12.77627128,27.73251875,6.291752079,2.238242653,1.535050437,10.93272488,1.386467979,7.468810131,4.49934163,0,0,0,2,0,0,1,1,0,5,2,0,0,0,0,0,2,5,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.380779208
PLIXORAFENIB (BRD:BRD-K53723268-001-01-3),0.2338786539437736,1,3.51194708,1.334161705,1671.92245,26.60371905,19.78742729,20.60392387,18.20834712,11.95128861,13.39135194,9.390847158,11.06150176,6.713862933,8.203211191,4.47209263,5.740519025,45.04952896,21.99316426,25.07378593,28.07821046,35.10399787,6.196843572,24.65689778,4.722094864,19.93591408,0.0,1.052631579,1.789473684,2.473684211,0.28,-3.84,38,521.375,564363855.2,24.49410299,9.168782034,4.408587698,214.8672126,15.39936684,15.39936684,0.017778589,-4.31164179,4.107,132.5137,542.543,2,9,1,1,2,0,1,3,4,1,0,6,2,13,4,7,1,1,2,196,4.983978521,23.46047796,5.817220841,5.783244946,0.0,10.20932917,9.516632049,28.12318071,12.72301298,0.0,0.0,37.46156607,65.87137183,11.25083777,5.910028721,6,26.38357931,32.71336183,0.0,24.24113008,0.0,31.35204631,17.81160768,71.57222466,11.12690298,18.23684211,4.722094864,18.85863142,0.0,0.0,57.70336021,10.20932917,11.63444168,46.92621558,42.98647549,0.0,22.16030442,120.94,71.6701401,0.0,29.27548583,0.314451437,-0.021345247,-2.382230847,3.319696743,7.003422086,-0.45131164,-4.31164179,0,0,0,4,1,0,1,1,0,4,2,0,0,1,1,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.339331859
RO-106-9920 (BRD:BRD-A53134341-001-03-2),0.2340643171910539,1,2.857737939,2.062729036,681.2388222,11.66492594,8.594016443,9.410513024,8.343336593,4.867102555,6.01693247,3.279879317,4.707017763,2.192305381,3.490254547,1.396986898,2.385943779,10.79956904,4.208898492,0.0,15.56862067,0.0,4.630101181,24.26546827,18.19910121,20.62413381,0.0,1.058823529,1.882352941,2.705882353,0.0,-2.15,17,238.211,17466.49428,10.03289322,4.020492553,1.802252872,98.73331812,12.17854308,12.17854308,0.426851852,-1.314444444,0.686,59.6934,245.267,0,6,0,0,0,0,1,2,3,1,0,6,0,7,2,2,0,0,0,84,0.0,10.79956904,10.6731372,0.0,0.0,0.0,0.0,4.208898492,0.0,14.8274648,18.19910121,34.69223847,4.895483476,0.0,2.372774851,3,4.208898492,16.44674626,0.0,25.25423499,0.0,9.921443454,0.0,42.46456948,0.0,12.70588235,0.0,0.0,0.0,0.0,29.46313348,10.79956904,0.0,0.0,52.38601293,0.0,5.647177221,73.04,13.43863568,0.0,0.701318972,15.39248898,0.52667748,0.0,12.47754556,0.0,0.0,-1.314444444,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663669051
C188-9 (BRD:BRD-K00003114-001-01-9),0.236384171459922,1,2.858596027,1.731786345,1644.252623,23.87166824,18.18767439,19.00417097,16.38617858,10.51526927,11.99843252,7.827730136,9.510132377,5.80657593,7.187985839,4.13668605,5.207322075,10.02329115,18.63085177,22.08189342,27.64886325,10.77244843,19.24253168,54.59730362,24.26546827,4.722094864,4.736862954,0.764705882,1.411764706,2.117647059,0.037037037,-4.23,34,450.366,60210287.96,21.60709777,8.27818812,3.656899754,196.2865135,13.19313328,13.19313328,0.020145678,-3.943880071,5.8806,134.0221,471.534,3,6,0,0,0,0,5,0,5,0,0,5,3,7,0,5,0,0,0,170,14.94991774,17.2485355,0.0,0.0,10.02329115,0.0,4.722094864,8.417796984,0.0,0.0,54.59730362,47.17065084,21.89935141,17.69266729,5.260812356,5,23.36771473,37.25557429,0.0,0.0,0.0,4.895483476,11.83189241,90.99550603,28.37543848,11.55882353,9.458957818,5.687386275,17.2485355,0.0,25.74064932,10.02329115,0.0,0.0,95.8909895,0.0,32.67179984,95.86,34.16019201,0.0,0.069457638,24.52757646,1.026140417,0.477445888,25.42456853,0.0,0.0,-2.435380948,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0.278261747
TAK-632 (BRD:BRD-K31866293-001-01-6),0.236866729765287,1,3.659083147,1.326588361,1640.530403,27.73347556,19.93410128,20.75059786,18.60070665,11.68385739,12.50035397,8.848099073,9.847169839,5.868200611,6.872285455,3.799269707,4.754785751,29.8849722,32.41262611,40.1383987,15.34817911,42.37753033,30.33183534,6.066367068,0.0,21.68677704,4.736862954,1.102564103,1.897435897,2.615384615,0.185185185,-4.5,39,536.381,694237230.7,26.12084669,10.33950617,5.988986983,222.5920082,14.43732055,14.43732055,0.009666589,-4.554720967,6.64788,135.9404,554.525,2,7,1,0,1,2,3,1,4,0,0,6,2,12,1,7,1,0,1,198,15.37044016,28.94891731,5.13155848,11.81435946,0.0,6.176298517,9.589074368,9.374393569,18.4331367,0.0,29.53588708,48.73693008,11.98427311,27.88828002,6.92504245,5,31.88759751,44.18671073,5.261891555,4.983978521,5.917906046,25.43876339,10.63357721,77.10487893,17.56824498,13.1025641,15.37044016,28.38060495,11.49902367,11.33678588,16.79833798,22.18619451,23.06623975,29.53199772,54.59730362,0.0,10.21662063,104.11,59.60001838,1.131082265,28.87649109,15.25221053,-0.363609421,-1.373470112,13.08306262,-3.289118676,0.0,0.0,0,0,0,1,0,0,2,2,0,2,2,0,0,0,3,0,2,2,0,3,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.249139004
RYUVIDINE (BRD:BRD-K06426971-001-02-7),0.239595893320045,1,2.80923031,1.930741301,741.7340484,14.2756564,11.05870981,11.87520639,9.541713896,6.162427651,6.978924232,4.653027471,5.856222383,3.02359315,4.008949256,2.022959266,2.849834773,0.0,9.589074368,22.9574572,4.877147194,16.25846146,17.41280598,6.9237372,31.18920547,10.30076712,0.0,1.1,1.8,2.5,0.133333333,-2.27,20,272.244,47745.67836,12.74812893,4.683424978,2.16220609,119.7156335,12.30807855,12.30807855,0.166841039,-0.231921296,3.13494,78.3967,284.34,1,4,1,0,1,0,1,1,2,0,0,5,1,5,1,2,0,0,0,100,5.316788604,10.57107519,5.783244946,5.783244946,0.0,0.0,9.589074368,4.983978521,0.0,11.33678588,17.69618563,25.98020854,11.76340638,10.70466301,2.985245272,3,9.589074368,28.59066205,0.0,4.983978521,0.0,13.8474744,5.316788604,57.18067807,0.0,14.0,5.316788604,5.687386275,0.0,11.33678588,16.55046841,0.0,13.8474744,30.73122475,36.03852769,0.0,0.0,59.06,0.0,1.258487427,28.89732374,3.717552141,2.442273366,-0.398762335,7.623372229,1.349349017,3.777071083,0.0,0,0,0,1,0,0,2,2,0,1,1,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0.920067989
BIX-01294 (BRD:BRD-K26818574-305-04-3),0.2399371703643101,1,3.135308713,1.381884509,1149.735107,24.90720215,21.74243452,21.74243452,17.62285614,13.02769606,13.02769606,9.920789275,9.920789275,7.369023419,7.369023419,5.211732473,5.211732473,0.0,0.0,0.0,17.5408645,87.7448867,5.563451492,14.21959508,12.13273414,57.39602512,19.44168295,0.888888889,1.638888889,2.388888889,0.5,-3.1,36,452.348,217143906.6,24.58807515,11.30766481,5.653878932,213.7634388,5.603921806,5.603921806,0.366978589,0.366978589,3.8654,145.3327,490.652,1,8,0,2,2,0,2,1,3,0,0,8,1,8,3,7,0,2,2,192,24.59033397,5.817862778,11.49902367,5.948339281,0.0,0.0,4.899909731,4.983978521,4.983978521,0.0,30.33183534,44.48471182,56.76297055,19.7362958,7.723158667,5,9.473725908,22.66912699,0.0,19.7677765,0.0,31.8490621,70.75250384,48.02802097,11.49902367,18.25,19.69042424,11.76620206,11.49902367,0.0,86.34542283,6.544756406,0.0,24.82591636,42.46456948,0.0,10.90292493,65.99,11.18651735,0.0,17.27849596,4.757369179,2.248840424,3.04906946,15.07013239,3.261299713,7.134340558,5.513934967,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.535638006
INARIGIVIR (BRD:BRD-K00003532-001-01-9),0.2402138080387637,1,3.577176294,1.255487639,1499.255658,27.89661227,20.34043226,22.12928664,18.61252398,11.64397081,14.33941592,8.814944782,11.69076757,6.421284537,8.035742919,4.553199159,6.039310744,67.62915403,24.36717744,18.84556637,11.16387794,10.63346672,25.96128126,4.567099648,0.0,32.18454308,28.99175066,1.230769231,2.025641026,2.743589744,0.55,-2.67,39,561.3,607781358.0,27.88022207,11.06994122,5.518868729,224.0859264,13.16122354,13.16122354,0.158258058,-4.154281227,-1.0485,134.8022,587.508,5,17,0,2,2,0,0,3,3,8,0,16,5,19,5,9,0,2,2,212,30.15731113,42.48778751,17.69294117,0.0,5.559266895,12.48737089,27.96020932,24.31152103,0.0,0.0,12.24862899,0.0,25.7938298,25.64505039,7.913651785,5,38.03618626,36.0279972,0.0,29.07011338,0.0,49.3964559,26.05722895,45.75593545,0.0,30.61538462,16.98267777,5.817862778,0.0,19.04625649,90.12656158,27.82313147,0.0,18.87662396,34.50692516,0.0,11.16387794,228.16,43.86103999,4.034695106,38.04402783,20.38557144,5.239353013,0.198559706,1.112000741,-2.89295677,-5.092779218,1.304932608,2,2,1,6,1,0,0,0,0,5,1,1,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.148698667
AZD3965 (BRD:BRD-K25210703-001-01-9),0.2406154820273525,1,3.406713712,2.017191578,1446.593266,26.03265124,19.60987346,20.42637004,16.13655346,10.68822549,11.50472207,9.15333303,10.23695479,5.845010943,7.034041955,4.078678779,5.498706249,40.66930818,32.66138409,51.4870588,0.0,20.96710325,25.46224603,13.8474744,0.0,10.19736362,4.837588584,1.342857143,2.0,2.542857143,0.523809524,-2.97,35,491.322,38095405.75,25.1327618,8.309737385,4.186893204,200.0433239,13.59820761,13.59820761,0.087361584,-4.742183885,2.12212,120.456,515.514,2,10,0,1,1,1,0,3,3,1,0,9,2,14,4,4,0,1,1,190,5.106527395,17.0383292,5.693927995,0.0,11.46644662,11.86604192,28.65954406,9.857754909,18.26992695,11.33678588,0.0,27.6949488,35.64486111,17.49443211,5.967047152,4,27.90989831,27.46058624,0.0,24.39478064,7.047671983,51.93496058,13.15163837,48.22999083,0.0,18.85714286,11.24901029,13.17124514,0.0,11.33678588,54.16117694,24.48238071,6.9237372,58.99949578,9.589074368,0.0,10.21662063,122.45,42.98552447,0.904235166,45.26472279,16.76648923,-4.006457869,-0.787234505,-0.406093002,-5.106003802,5.946613145,1.271537708,1,0,0,4,1,0,1,1,0,4,1,0,2,1,3,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.549049104
ARTESUNATE (BRD:BRD-K54634444-001-05-9),0.2408277506420706,1,2.836824794,1.582893989,622.830908,19.39697675,16.01169393,16.01169393,12.74947322,9.863958363,9.863958363,8.657292307,8.657292307,6.887715364,6.887715364,5.40411639,5.40411639,35.906826,9.589074368,30.59536138,12.33872767,19.26246487,0.0,0.0,13.8474744,6.9237372,29.09225816,1.111111111,1.888888889,2.62962963,0.894736842,-1.22,27,356.201,1192632.349,19.11190324,6.686108593,3.064268764,157.8991839,12.07346189,12.07346189,0.067012734,-1.031936408,2.6024,89.7898,384.425,1,8,1,4,5,0,0,0,0,8,2,7,1,8,4,4,1,4,5,152,19.31711626,0.0,11.89107754,12.07713788,0.0,11.93861058,9.589074368,9.775141907,0.0,0.0,13.8474744,38.02201416,18.25663372,12.84164325,4.732750387,5,38.68133253,11.93861058,0.0,0.0,23.67162418,83.26435676,0.0,0.0,0.0,48.40740741,0.0,0.0,0.0,0.0,41.01335339,33.57480514,23.67162418,59.29614134,0.0,0.0,0.0,100.52,17.79616525,0.0,34.52147768,8.757188404,-0.697355744,-1.824173324,0.0,1.718786667,6.061244392,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583073454
CCG-50014 (BRD:BRD-K08893438-001-04-9),0.241280201502276,1,2.782829781,1.999146639,905.0591317,15.68986997,11.82304547,12.63954205,10.5417139,6.690871616,7.464268278,4.98230677,5.87927018,3.316831793,4.242981542,2.102017951,2.903183279,0.0,13.97948942,22.92468324,11.25083777,21.66303775,16.08939525,24.26546827,19.05647134,0.0,0.0,1.0,1.636363636,2.272727273,0.125,-2.47,22,303.253,126585.3611,14.46655166,5.727845698,2.777178286,129.4047476,12.90974613,12.90974613,0.132250016,-0.38594624,2.55652,84.415,316.357,0,4,0,0,0,0,2,1,3,0,0,5,0,6,1,3,0,0,0,112,0.0,5.817220841,0.0,0.0,0.0,10.562706,4.794537184,17.70871299,0.0,0.0,29.82891977,36.75265697,11.53248661,12.23214268,3.766462532,3,4.390415048,11.53248661,0.0,8.523760756,0.0,13.46849361,0.0,85.62684074,5.687386275,10.81818182,10.562706,4.390415048,0.0,11.53248661,8.523760756,6.544756406,12.74095804,11.12690298,58.12001092,0.0,5.687386275,44.0,15.42666932,0.859833213,24.1296301,0.0,2.05840839,-0.348627862,13.12207816,0.0,2.085342017,0.0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745223922
BROXURIDINE (BRD:BRD-K79095980-001-09-6),0.246538123643066,1,2.645469497,2.335396042,524.8528777,12.57698579,8.66796477,10.25396131,8.024075805,4.97981962,5.77281789,3.758392526,4.612729425,2.618683078,3.183554012,1.724877773,2.044591395,29.68484424,14.69560176,17.5004231,0.0,0.0,10.76394322,0.0,0.0,20.91392242,9.843390349,1.588235294,2.294117647,2.882352941,0.555555556,-0.96,17,296.012,7965.508655,12.49570764,4.728391226,2.342733791,103.7921545,11.54337065,11.54337065,0.184143991,-0.830922619,-1.0602,60.6423,307.1,3,7,0,1,1,0,0,1,1,3,0,6,3,8,2,2,0,1,1,94,14.94991774,12.33186756,0.0,0.0,5.559266895,5.689743398,14.34561535,4.794537184,0.0,0.0,0.0,15.9299439,12.61766519,17.18356787,3.475564375,2,14.94991774,15.9299439,0.0,9.551078169,0.0,24.85665557,6.606881965,31.50764775,0.0,28.52941176,11.24901029,0.0,0.0,15.9299439,38.5789477,4.736862954,0.0,12.64872279,20.25863746,0.0,0.0,104.55,6.672565193,3.003695043,24.80162942,18.48110624,-1.141209819,0.0,0.0,-0.745306122,-0.322479962,0.0,2,2,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645890382
NSC-3852 (BRD:BRD-K13169950-001-14-4),0.2502471564315273,1,2.19081167,2.920563094,468.121397,9.259148545,6.636640423,6.636640423,6.325698503,3.727618873,3.727618873,2.59467058,2.59467058,1.823706375,1.823706375,1.222292281,1.222292281,0.0,10.01359264,5.749511833,16.59031121,0.0,12.13273414,18.32957771,0.0,10.16086045,0.0,1.307692308,2.153846154,2.923076923,0.0,-1.97,13,168.111,1332.013495,7.667364748,2.819987204,1.120016658,73.82168137,10.37235639,10.37235639,0.058333333,0.058333333,2.3383,48.8628,174.159,1,4,0,0,0,0,1,1,2,0,0,4,1,4,1,1,0,0,0,64,5.106527395,16.95359883,0.0,0.0,0.0,0.0,4.983978521,0.0,0.0,4.907065244,0.0,29.4423502,11.58306779,0.0,1.663220806,2,5.106527395,16.59031121,0.0,4.983978521,5.176881928,0.0,0.0,35.36937709,5.749511833,10.15384615,0.0,5.687386275,5.749511833,0.0,10.09050592,0.0,4.907065244,0.0,35.63919377,0.0,10.90292493,62.55,0.0,0.0,14.31281935,12.79079554,0.694907407,0.058333333,6.257592593,1.552218443,0.0,0.0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.674593401
OSI 930 OSI930 (BRD:BRD-K25340465-001-11-1),0.2503153331872307,1,3.212428187,1.433616582,1201.333287,21.84672421,15.9411619,16.75765848,14.88796135,9.20079243,10.08044524,6.530482359,7.446598437,4.425851255,5.339027651,3.0517891,3.817242245,6.362358859,17.96578233,11.65669156,22.79667615,28.59911056,23.46952001,11.57690634,36.39820241,20.35441868,0.0,1.032258065,1.806451613,2.580645161,0.090909091,-3.59,31,427.322,12534534.99,20.67345189,8.646018988,5.125398763,179.0534916,12.6715081,12.6715081,0.353189151,-4.761462913,6.0593,114.4669,443.45,2,5,0,0,0,1,2,2,4,0,0,5,2,9,2,6,0,0,0,158,15.37044016,10.62665903,0.0,0.0,5.907179729,6.362358859,9.778515705,0.0,0.0,24.50803102,18.19910121,53.40808374,23.81521047,11.20408699,5.765905082,4,22.70264528,39.52166309,0.0,4.983978521,0.0,12.90711526,10.63357721,82.68117571,5.749511833,11.32258065,15.37044016,24.54601769,5.749511833,11.33678588,17.25351711,6.544756406,0.0,15.23513587,72.24057703,0.0,10.90292493,63.25,40.62069394,1.266348956,17.48221684,8.788811451,2.963765525,-0.712840866,16.52283276,-3.018658768,0.503496827,0.0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,3,0,1,2,0,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.380311672
BENZETHONIUM (BRD:BRD-K72723676-003-17-8),0.2514144272233317,1,2.632686153,1.681392531,742.6825754,22.25286609,20.20250329,20.20250329,13.96887502,11.13974325,11.13974325,10.90958258,10.90958258,5.398844306,5.398844306,4.219136362,4.219136362,0.0,0.0,5.414990469,18.6287544,36.34975909,11.12690298,0.0,0.0,103.3113336,9.473725908,0.766666667,1.4,2.0,0.555555556,-1.84,30,370.302,2182770.62,24.42964423,10.45692614,8.889884964,184.1595247,5.872315526,5.872315526,0.157434627,0.157434627,6.0724,126.9754,412.638,0,3,0,0,0,0,2,0,2,0,0,2,0,3,0,11,0,0,0,166,13.95675677,25.44590661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.08325548,34.94698819,5.563451492,27.30910789,8.515299512,2,13.95675677,0.0,0.0,0.0,5.414990469,52.9992545,40.46074626,65.7242066,5.749511833,12.76666667,4.736862954,0.0,5.749511833,0.0,44.94377712,16.69660983,5.414990469,52.1664106,54.59730362,0.0,0.0,18.46,12.60684052,0.0,0.0,0.0,3.189007027,0.911201283,19.19458603,1.146005298,15.46115549,4.491204359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329200557
